"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"BASTIDE LE CONFORT";"FR0000035370";"BLC";"Euronext Paris";"EUR";"59.50";"61.40";"59.50";"61.00";"05/01/2018 17:35";"CET";"32134";"1937725.40"
"BATENBURG TECHNIEK";"NL0006292906";"BATEN";"Euronext Amsterdam";"EUR";"37.40";"38.60";"37.40";"38.40";"05/01/2018 16:49";"CET";"561";"21153.40"
"BATLA MINERALS";"FR0010436170";"MLBAT";"Euronext Access Paris";"EUR";"1.80";"1.90";"1.80";"1.90";"05/01/2018 16:30";"CET";"4770";"8736.00"
"BD MULTI MEDIA";"FR0000035305";"ALBDM";"Euronext Growth Paris";"EUR";"0.75";"0.75";"0.75";"0.75";"05/01/2018 16:30";"CET";"1";"0.75"
"BE SEMICONDUCTOR";"NL0000339760";"BESI";"Euronext Amsterdam";"EUR";"73.55";"75.00";"73.10";"74.95";"05/01/2018 17:35";"CET";"223557";"16598529.70"
"BEAULIEU-AV. CERT";"BE0003661726";"BEAB";"Euronext Brussels";"EUR";"90.20";"90.20";"90.20";"90.20";"05/01/2018 13:08";"CET";"271";"24444.20"
"BEFIMMO";"BE0003678894";"BEFB";"Euronext Brussels";"EUR";"53.90";"54.00";"53.70";"54.00";"05/01/2018 17:35";"CET";"17851";"961817.90"
"BEKAERT";"BE0974258874";"BEKB";"Euronext Brussels";"EUR";"37.58";"37.58";"37.04";"37.16";"05/01/2018 17:35";"CET";"122033";"4540334.30"
"BELIER";"FR0000072399";"BELI";"Euronext Paris";"EUR";"51.70";"52.10";"51.50";"51.90";"05/01/2018 17:36";"CET";"15950";"828066.50"
"BELRECA";"BE0020575115";"BELR";"Euronext Brussels";"EUR";"109.00";"109.00";"109.00";"109.00";"04/01/2018 12:44";"CET";"22";"2398.00"
"BELUGA";"BE0003723377";"BELU";"Euronext Brussels";"EUR";"1.90";"1.90";"1.90";"1.90";"04/01/2018 16:30";"CET";"25";"47.50"
"BENETEAU";"FR0000035164";"BEN";"Euronext Paris";"EUR";"20.75";"20.85";"20.45";"20.85";"05/01/2018 17:35";"CET";"73648";"1521925.25"
"BENFICA";"PTSLB0AM0010";"SLBEN";"Euronext Lisbon";"EUR";"1.14";"1.34";"1.14";"1.18";"05/01/2018 20:48";"BST";"416";"538.74"
"BENI STABILI";"IT0001389631";"BNS";"Euronext Paris";"EUR";"0.7585";"0.7715";"0.753";"0.753";"05/01/2018 14:57";"CET";"3971";"3020.043"
"BERNARD LOISEAU";"FR0000066961";"ALDBL";"Euronext Growth Paris";"EUR";"3.30";"3.36";"3.30";"3.36";"05/01/2018 16:30";"CET";"301";"1011.30"
"BETER BED";"NL0000339703";"BBED";"Euronext Amsterdam";"EUR";"13.10";"13.28";"13.04";"13.10";"05/01/2018 17:35";"CET";"58918";"773597.16"
"BEVER HOLDING";"NL0000285278";"BEVER";"Euronext Amsterdam";"EUR";"4.10";"4.10";"4.10";"4.10";"05/01/2018 11:30";"CET";"51";"209.10"
"BIC";"FR0000120966";"BB";"Euronext Paris";"EUR";"92.65";"93.60";"92.60";"93.50";"05/01/2018 17:35";"CET";"60338";"5625746.55"
"BIG BEN INTER NV18";"FR0013308806";"BIGNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BIGBEN INTERACTIVE";"FR0000074072";"BIG";"Euronext Paris";"EUR";"14.12";"14.70";"14.12";"14.56";"05/01/2018 17:39";"CET";"51950";"752593.62"
"BILENDI";"FR0004174233";"ALBLD";"Euronext Growth Paris";"EUR";"10.60";"10.65";"10.50";"10.50";"05/01/2018 17:36";"CET";"3100";"32769.90"
"BINCKBANK";"NL0000335578";"BINCK";"Euronext Amsterdam";"EUR";"4.46";"4.545";"4.46";"4.525";"05/01/2018 17:35";"CET";"142401";"642951.07"
"BIOCARTIS";"BE0974281132";"BCART";"Euronext Brussels";"EUR";"12.70";"13.20";"12.70";"13.20";"05/01/2018 17:35";"CET";"248852";"3238162.96"
"BIOCORP";"FR0012788065";"ALCOR";"Euronext Growth Paris";"EUR";"11.45";"11.55";"11.45";"11.55";"05/01/2018 17:25";"CET";"2383";"27438.00"
"BIOM UP SA";"FR0013284080";"BUP";"Euronext Paris";"EUR";"13.55";"13.55";"12.30";"12.998";"05/01/2018 17:35";"CET";"17578";"228134.51"
"BIOMERIEUX";"FR0013280286";"BIM";"Euronext Paris";"EUR";"75.50";"77.50";"75.50";"77.30";"05/01/2018 17:35";"CET";"100418";"7724908.90"
"BIOPHYTIS";"FR0012816825";"ALBPS";"Euronext Growth Paris";"EUR";"4.42";"4.65";"4.42";"4.565";"05/01/2018 17:35";"CET";"153864";"702936.305"
"BIOSYNEX";"FR0011005933";"ALBIO";"Euronext Growth Paris";"EUR";"3.33";"3.40";"3.33";"3.40";"05/01/2018 17:22";"CET";"2064";"7011.50"
"BLEECKER";"FR0000062150";"BLEE";"Euronext Paris";"EUR";"89.00";"89.00";"89.00";"89.00";"28/12/2017 14:29";"CET";"1";"89.00"
"BLUE";"FR0011592104";"BLUE";"Euronext Paris";"EUR";"17.40";"18.15";"17.35";"17.60";"05/01/2018 17:37";"CET";"1089";"19208.35"
"BLUE NV18";"FR0013309358";"BLUNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BLUELINEA";"FR0011041011";"ALBLU";"Euronext Growth Paris";"EUR";"7.00";"7.00";"7.00";"7.00";"05/01/2018 09:00";"CET";"1";"7.00"
"BNP PARIBAS ACT.A";"FR0000131104";"BNP";"Euronext Paris";"EUR";"64.14";"64.59";"63.67";"63.89";"05/01/2018 17:38";"CET";"3125691";"200198205.56"
"BODY ONE";"FR0010106039";"MLONE";"Euronext Access Paris";"EUR";"0.22";"0.22";"0.22";"0.22";"02/01/2018 11:30";"CET";"40";"8.80"
"BOEING COMPANY";"US0970231058";"BOEI";"Traded not listed Brussels";"USD";"230.00";"230.00";"230.00";"230.00";"28/07/2017 11:30";"CET";"200";"39219.05"
"BOIRON";"FR0000061129";"BOI";"Euronext Paris";"EUR";"75.20";"76.00";"75.00";"75.40";"05/01/2018 17:35";"CET";"9438";"711185.30"
"BOLLORE";"FR0000039299";"BOL";"Euronext Paris";"EUR";"4.69";"4.744";"4.69";"4.70";"05/01/2018 17:35";"CET";"1501505";"7064093.362"
"BOLLORE NV";"FR0013281847";"BOLNV";"Euronext Paris";"EUR";"4.634";"4.636";"4.634";"4.636";"05/01/2018 16:30";"CET";"1244";"5765.35"
"BONDUELLE";"FR0000063935";"BON";"Euronext Paris";"EUR";"45.70";"46.50";"45.50";"46.50";"05/01/2018 17:35";"CET";"14528";"669543.55"
"BONE THERAPEUTICS";"BE0974280126";"BOTHE";"Euronext Brussels, Paris";"EUR";"8.30";"8.60";"8.26";"8.58";"05/01/2018 17:35";"CET";"19096";"160653.98"
"BOSKALIS WESTMIN";"NL0000852580";"BOKA";"Euronext Amsterdam";"EUR";"31.40";"31.44";"30.75";"30.82";"05/01/2018 17:35";"CET";"1547397";"47910494.33"
"BOURBON CORP.";"FR0004548873";"GBB";"Euronext Paris";"EUR";"7.65";"7.93";"7.55";"7.80";"05/01/2018 17:39";"CET";"140702";"1093622.56"
"BOURSE DIRECT";"FR0000074254";"BSD";"Euronext Paris";"EUR";"1.60";"1.63";"1.60";"1.63";"05/01/2018 14:12";"CET";"883";"1430.89"
"BOUSSARD GAVAUD C";"GG00B1XFMJ13";"BGHLC";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BOUSSARD GAVAUDAN";"GG00B1FQG453";"BGHL";"Euronext Amsterdam";"EUR";"19.50";"19.70";"19.50";"19.50";"05/01/2018 13:40";"CET";"10396";"202877.60"
"BOUSSARD GHL GBP";"GG00B39VMM07";"BGHS";"Euronext Amsterdam";"GBP";"10.00";"10.00";"10.00";"10.00";"21/12/2010 11:50";"CET";"188";"1880.00"
"BOUYGUES";"FR0000120503";"EN";"Euronext Paris";"EUR";"43.53";"44.15";"43.53";"44.15";"05/01/2018 17:36";"CET";"769773";"33862683.50"
"BOUYGUES NV18";"FR0013296878";"ENNV";"Euronext Paris";"EUR";"47.63";"47.63";"47.63";"47.63";"02/01/2018 16:30";"CET";"50";"2381.50"
"BPOST";"BE0974268972";"BPOST";"Euronext Brussels";"EUR";"25.90";"26.46";"25.90";"26.18";"05/01/2018 17:35";"CET";"663080";"17354478.64"
"BQUE NAT. BELGIQUE";"BE0003008019";"BNB";"Euronext Brussels";"EUR";"2890.00";"2890.00";"2870.00";"2880.00";"05/01/2018 17:35";"CET";"41";"118160.00"
"BRAS.OUEST AFRIC.";"SN0008626971";"BOAF";"Euronext Paris";"EUR";"625.00";"625.00";"625.00";"625.00";"02/01/2018 11:30";"CET";"11";"6875.00"
"BRASSERIE CAMEROUN";"CM0000035113";"BCAM";"Euronext Paris";"EUR";"119.00";"119.00";"119.00";"119.00";"29/12/2017 11:30";"CET";"48";"5712.00"
"BREDERODE";"LU1068091351";"BREB";"Euronext Brussels";"EUR";"49.85";"49.95";"49.65";"49.75";"05/01/2018 17:35";"CET";"4623";"230422.30"
"BRICO DISTRIB";"FR0013110053";"MLBRI";"Euronext Access Paris";"EUR";"6.50";"6.50";"6.50";"6.50";"27/09/2017 11:30";"CET";"10";"65.00"
"BRICORAMA";"FR0000054421";"ALBRI";"Euronext Growth Paris";"EUR";"61.50";"61.50";"61.50";"61.50";"05/01/2018 11:30";"CET";"3";"184.50"
"BRILL KON";"NL0000442523";"BRILL";"Euronext Amsterdam";"EUR";"35.40";"35.60";"35.40";"35.60";"05/01/2018 11:18";"CET";"26";"925.40"
"BROKERSCLUB AG";"CH0139322835";"MLBRO";"Euronext Access Paris";"EUR";"0.04";"0.04";"0.04";"0.04";"14/09/2016 15:00";"CET";"16492";"659.68"
"BROOKFIELD ASSET M";"CA1125851040";"BAMA";"Euronext Amsterdam";"EUR";"29.80";"29.80";"29.80";"29.80";"23/07/2014 17:35";"CET";"450";"13410.00"
"BRUNEL INTERNAT";"NL0010776944";"BRNL";"Euronext Amsterdam";"EUR";"15.44";"15.52";"15.39";"15.39";"05/01/2018 17:35";"CET";"66396";"1025685.32"
"BUDGET TELECOM";"FR0004172450";"ALBUD";"Euronext Growth Paris";"EUR";"5.35";"5.54";"5.35";"5.40";"05/01/2018 17:35";"CET";"31500";"170771.36"
"BUDGET TELECOM BS";"FR0013307329";"BUDBS";"Euronext Growth Paris";"EUR";"0.23";"0.24";"0.22";"0.24";"05/01/2018 17:20";"CET";"105295";"24125.349"
"BUREAU VERITAS";"FR0006174348";"BVI";"Euronext Paris";"EUR";"23.94";"24.05";"23.84";"23.93";"05/01/2018 17:35";"CET";"556120";"13310253.26"
"BUREAU VERITASNV18";"FR0013308830";"BVINV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BURELLE";"FR0000061137";"BUR";"Euronext Paris";"EUR";"1305.00";"1320.00";"1305.00";"1320.00";"05/01/2018 17:28";"CET";"42";"55165.00"
"BUSINESS ET DECIS.";"FR0000078958";"BND";"Euronext Paris";"EUR";"7.90";"7.92";"7.90";"7.90";"05/01/2018 15:41";"CET";"649";"5128.32"
"CA TOULOUSE 31 CCI";"FR0000045544";"CAT31";"Euronext Paris";"EUR";"105.78";"106.20";"105.20";"106.20";"05/01/2018 17:35";"CET";"756";"79887.40"
"CAFOM";"FR0010151589";"CAFO";"Euronext Paris";"EUR";"7.10";"7.10";"7.10";"7.10";"05/01/2018 09:00";"CET";"1";"7.10"
"CAIRE";"FR0010781377";"MLAAE";"Euronext Access Paris";"EUR";"7.50";"7.50";"7.50";"7.50";"04/01/2018 11:30";"CET";"52";"390.00"
"CAMBODGE NOM.";"FR0000079659";"CBDG";"Euronext Paris";"EUR";"7350.00";"7500.00";"7350.00";"7500.00";"04/01/2018 16:30";"CET";"2";"14850.00"
"CAMPINE";"BE0003825420";"CAMB";"Euronext Brussels";"EUR";"23.00";"23.00";"23.00";"23.00";"05/01/2018 14:27";"CET";"103";"2369.00"
"CANDELA INVEST";"BE0974298300";"CAND";"Euronext Growth Brussels";"EUR";"5.60";"5.60";"5.60";"5.60";"21/12/2017 11:30";"CET";"400";"2240.00"
"CAPELLI";"FR0012969095";"CAPLI";"Euronext Paris";"EUR";"53.00";"54.00";"52.80";"53.00";"05/01/2018 17:10";"CET";"1927";"103024.20"
"CAPGEMINI";"FR0000125338";"CAP";"Euronext Paris";"EUR";"101.55";"102.55";"101.00";"102.50";"05/01/2018 17:35";"CET";"525044";"53602987.15"
"CARBIOS";"FR0011648716";"ALCRB";"Euronext Growth Paris";"EUR";"8.44";"8.78";"8.34";"8.69";"05/01/2018 17:35";"CET";"26302";"224930.01"
"CARBIOS BS";"FR0013297587";"CRBBS";"Euronext Growth Paris";"EUR";"0.10";"0.11";"0.094";"0.094";"05/01/2018 13:55";"CET";"1132";"115.024"
"CARE PROPERTY INV.";"BE0974273055";"CPINV";"Euronext Brussels";"EUR";"18.80";"18.90";"18.60";"18.90";"05/01/2018 17:35";"CET";"7540";"141431.10"
"CARMAT";"FR0010907956";"ALCAR";"Euronext Growth Paris";"EUR";"21.60";"22.75";"21.60";"22.40";"05/01/2018 17:35";"CET";"18436";"405565.80"
"CARMILA";"FR0010828137";"CARM";"Euronext Paris";"EUR";"23.75";"23.85";"23.65";"23.70";"05/01/2018 17:35";"CET";"32554";"772593.85"
"CARPINIENNE PART.";"FR0000064156";"CARP";"Euronext Paris";"EUR";"55.57";"55.57";"55.57";"55.57";"11/12/2017 11:30";"CET";"20";"1111.40"
"CARREFOUR";"FR0000120172";"CA";"Euronext Paris";"EUR";"18.295";"18.555";"18.295";"18.515";"05/01/2018 17:38";"CET";"3461750";"64004041.43"
"CASINO GUICHARD";"FR0000125585";"CO";"Euronext Paris";"EUR";"52.70";"53.38";"52.54";"53.30";"05/01/2018 17:35";"CET";"394755";"20981198.92"
"CAST";"FR0000072894";"CAS";"Euronext Paris";"EUR";"3.52";"3.53";"3.50";"3.53";"05/01/2018 17:27";"CET";"7402";"25953.35"
"CATANA GROUP";"FR0010193052";"CATG";"Euronext Paris";"EUR";"3.45";"3.79";"3.43";"3.75";"05/01/2018 17:35";"CET";"1033101";"3766295.99"
"CATERING INTL SCES";"FR0000064446";"CTRG";"Euronext Paris";"EUR";"17.70";"17.85";"17.60";"17.70";"05/01/2018 17:02";"CET";"2388";"42315.05"
"CATERPILLAR INC";"US1491231015";"CATR";"Euronext Paris";"EUR";"129.50";"129.50";"129.50";"129.50";"04/01/2018 13:36";"CET";"1";"129.50"
"CBO TERRITORIA";"FR0010193979";"CBOT";"Euronext Paris";"EUR";"3.97";"3.98";"3.91";"3.95";"05/01/2018 17:24";"CET";"20300";"80088.88"
"CECURITY.COM";"FR0010717579";"MLCEC";"Euronext Access Paris";"EUR";"0.57";"0.57";"0.57";"0.57";"29/12/2017 11:37";"CET";"10";"5.70"
"CEGEDIM";"FR0000053506";"CGM";"Euronext Paris";"EUR";"36.70";"36.90";"36.10";"36.40";"05/01/2018 17:35";"CET";"4110";"150506.20"
"CEGEREAL";"FR0010309096";"CGR";"Euronext Paris";"EUR";"38.80";"38.80";"38.60";"38.60";"05/01/2018 17:29";"CET";"277";"10746.40"
"CELLECTIS";"FR0010425595";"ALCLS";"Euronext Growth Paris";"EUR";"24.70";"25.76";"24.70";"25.70";"05/01/2018 17:35";"CET";"118188";"2981797.70"
"CELLNOVO";"FR0012633360";"CLNV";"Euronext Paris";"EUR";"3.28";"3.40";"3.22";"3.40";"05/01/2018 17:35";"CET";"180875";"598813.795"
"CELYAD";"BE0974260896";"CYAD";"Euronext Brussels, Paris";"EUR";"38.34";"38.54";"36.80";"38.28";"05/01/2018 17:35";"CET";"35535";"1346800.92"
"CENERGY";"BE0974303357";"CENER";"Euronext Brussels";"EUR";"1.33";"1.40";"1.33";"1.392";"05/01/2018 16:27";"CET";"19298";"26598.706"
"CERENIS";"FR0012616852";"CEREN";"Euronext Paris";"EUR";"1.99";"2.02";"1.972";"1.998";"05/01/2018 17:28";"CET";"25961";"51862.315"
"CERINNOV GROUP";"FR0013178712";"ALPCV";"Euronext Growth Paris";"EUR";"8.34";"8.34";"8.28";"8.34";"05/01/2018 17:35";"CET";"5333";"44423.42"
"CESAR";"FR0013297165";"ALCES";"Euronext Growth Paris";"EUR";"0.32";"0.32";"0.32";"0.32";"05/01/2018 11:30";"CET";"1995";"638.40"
"CFE";"BE0003883031";"CFEB";"Euronext Brussels";"EUR";"126.00";"131.40";"126.00";"129.80";"05/01/2018 17:37";"CET";"22059";"2859218.60"
"CFI";"FR0000037475";"CFI";"Euronext Paris";"EUR";"1.82";"2.00";"1.82";"2.00";"04/01/2018 16:30";"CET";"2285";"4548.76"
"CFM INDOSUEZWEALTH";"MC0010000826";"MLCFM";"Euronext Access Paris";"EUR";"1030.00";"1030.00";"1030.00";"1030.00";"05/01/2018 16:30";"CET";"3";"3090.00"
"CGG";"FR0013181864";"CGG";"Euronext Paris";"EUR";"4.038";"4.076";"4.00";"4.006";"05/01/2018 17:35";"CET";"289152";"1169004.69"
"CGG NV18";"FR0013308756";"CGGNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"CH.FER DEPARTEMENT";"FR0000037871";"MLCFD";"Euronext Access Paris";"EUR";"843.00";"843.00";"843.00";"843.00";"30/11/2017 16:30";"CET";"2";"1686.00"
"CH.FER VAR GARD N.";"FR0000051567";"MLCVG";"Euronext Access Paris";"EUR";"4900.00";"5000.00";"4900.00";"5000.00";"04/01/2018 16:30";"CET";"4";"19800.00"
"CHARGEURS";"FR0000130692";"CRI";"Euronext Paris";"EUR";"25.68";"26.10";"25.50";"26.10";"05/01/2018 17:35";"CET";"78217";"2020507.84"
"CHARGEURS NV";"FR0013282464";"CRINV";"Euronext Paris";"EUR";"24.40";"24.41";"24.40";"24.41";"05/01/2018 17:25";"CET";"911";"22228.59"
"CHAUF.URB.";"FR0000052896";"CHAU";"Euronext Paris";"EUR";"99.49";"99.49";"99.49";"99.49";"22/12/2017 13:56";"CET";"70";"6964.30"
"CHAUSSERIA";"FR0000060907";"CHSR";"Euronext Paris";"EUR";"8.50";"8.50";"8.50";"8.50";"11/12/2017 11:30";"CET";"40";"340.00"
"CHEOPS TECHNOLOGY";"FR0010447086";"MLCHE";"Euronext Access Paris";"EUR";"30.01";"30.01";"30.01";"30.01";"28/12/2017 17:23";"CET";"105";"3151.05"
"CHEVRON";"US1667641005";"CHTEX";"Traded not listed Brussels";"USD";"112.82";"113.69";"112.82";"113.69";"03/03/2017 16:30";"CET";"500";"53599.19"
"CHINA FOREST";"HK0000049327";"MLCFI";"Euronext Access Paris";"EUR";"17.60";"17.60";"17.60";"17.60";"19/09/2012 15:00";"CET";"8";"140.80"
"CHINA SUPER POWER";"HK0000043510";"MLCSP";"Euronext Access Paris";"EUR";"0.02";"0.02";"0.02";"0.02";"06/09/2016 15:00";"CET";"500";"10.00"
"CHRISTIAN DIOR";"FR0000130403";"CDI";"Euronext Paris";"EUR";"304.70";"307.70";"304.70";"307.30";"05/01/2018 17:36";"CET";"13918";"4271545.50"
"CHRISTIAN POTIER";"FR0000079477";"MLCHP";"Euronext Access Paris";"EUR";"1.31";"1.31";"1.31";"1.31";"06/11/2017 11:30";"CET";"220";"288.20"
"CIBOX INTER A CTIV";"FR0000054322";"CIB";"Euronext Paris";"EUR";"0.13";"0.1795";"0.1295";"0.172";"05/01/2018 17:36";"CET";"7330697";"1168977.4055"
"CIE BOIS SAUVAGE";"BE0003592038";"COMB";"Euronext Brussels";"EUR";"358.00";"369.00";"358.00";"365.00";"05/01/2018 17:35";"CET";"1118";"405341.00"
"CIE DU MONT BLANC";"FR0000060428";"MLCMB";"Euronext Access Paris";"EUR";"152.00";"158.00";"152.00";"158.00";"05/01/2018 16:30";"CET";"3";"462.00"
"CIOA";"FR0012384907";"MLCIO";"Euronext Access Paris";"EUR";"3.03";"3.03";"3.03";"3.03";"21/12/2017 16:30";"CET";"20";"60.60"
"CIPAN";"PTCPN0AE0002";"CPN";"Euronext Access Lisbon";"EUR";"0.18";"0.18";"0.18";"0.18";"04/01/2018 16:30";"BST";"80";"14.40"
"CISCO SYSTEM INC";"US17275R1023";"CIS";"Traded not listed Brussels";"USD";"38.00";"38.00";"38.00";"38.00";"18/12/2017 09:13";"CET";"400";"12886.82"
"CJS PLV";"FR0000074361";"MLCJS";"Euronext Access Paris";"EUR";"4.81";"4.81";"4.81";"4.81";"20/01/2012 15:00";"CET";"1";"4.81"
"CLARANOVA";"FR0004026714";"CLA";"Euronext Paris";"EUR";"0.513";"0.519";"0.506";"0.517";"05/01/2018 17:35";"CET";"1936897";"995314.6935"
"CLASQUIN";"FR0004152882";"ALCLA";"Euronext Growth Paris";"EUR";"36.50";"37.00";"36.50";"37.00";"05/01/2018 14:41";"CET";"782";"28903.10"
"CNIM CONSTR.FRF 10";"FR0000053399";"COM";"Euronext Paris";"EUR";"134.50";"135.00";"134.00";"134.50";"05/01/2018 17:35";"CET";"215";"28904.00"
"CNOVA";"NL0010949392";"CNV";"Euronext Paris";"EUR";"4.30";"4.30";"4.30";"4.30";"05/01/2018 09:00";"CET";"1";"4.30"
"CNP ASSURANCES";"FR0000120222";"CNP";"Euronext Paris";"EUR";"19.51";"20.00";"19.51";"19.98";"05/01/2018 17:35";"CET";"404503";"8049731.24"
"CO.BR.HA";"BE0003519270";"COBH";"Euronext Growth Brussels";"EUR";"3680.00";"3680.00";"3680.00";"3680.00";"05/01/2018 11:30";"CET";"10";"36800.00"
"COCA-COLA EUROPEAN";"GB00BDCPN049";"CCE";"Euronext Amsterdam, London";"EUR";"32.76";"33.02";"32.56";"32.82";"05/01/2018 17:35";"CET";"52383";"1719270.32"
"COFACE";"FR0010667147";"COFA";"Euronext Paris";"EUR";"9.20";"9.51";"9.15";"9.49";"05/01/2018 17:35";"CET";"292225";"2738964.94"
"COFIDUR";"FR0013257409";"ALCOF";"Euronext Growth Paris";"EUR";"376.00";"377.00";"375.00";"375.00";"05/01/2018 17:29";"CET";"23";"8662.00"
"COFINA,SGPS";"PTCFN0AE0003";"CFN";"Euronext Lisbon";"EUR";"0.478";"0.478";"0.47";"0.478";"05/01/2018 21:48";"BST";"32317";"15376.689"
"COFINIMMO";"BE0003593044";"COFB";"Euronext Brussels";"EUR";"110.30";"111.00";"109.50";"111.00";"05/01/2018 17:35";"CET";"46553";"5149998.00"
"COFINIMMO PRIV1";"BE0003811289";"COFP1";"Euronext Brussels";"EUR";"127.00";"127.00";"127.00";"127.00";"01/08/2016 11:30";"CET";"16";"2032.00"
"COFINIMMO PRIV2";"BE0003813301";"COFP2";"Euronext Brussels";"EUR";"100.10";"100.10";"100.10";"100.10";"02/11/2017 16:30";"CET";"300";"30030.00"
"COGIFRANCE";"FR0005516804";"MLCOI";"Euronext Access Paris";"EUR";"590.50";"-";"-";"590.50";"05/04/2007 00:00";"CET";"-";"-"
"COGRA";"FR0011071570";"ALCOG";"Euronext Growth Paris";"EUR";"5.75";"6.00";"5.70";"6.00";"05/01/2018 17:25";"CET";"11836";"70218.90"
"COGRA 48 BSAR";"FR0013220530";"COGBS";"Euronext Growth Paris";"EUR";"0.03";"0.05";"0.03";"0.05";"03/01/2018 13:24";"CET";"29392";"1125.20"
"COHERIS";"FR0004031763";"COH";"Euronext Paris";"EUR";"2.75";"2.81";"2.75";"2.81";"05/01/2018 16:04";"CET";"1617";"4474.07"
"COIL";"BE0160342011";"ALCOI";"Euronext Growth Paris";"EUR";"23.65";"24.00";"22.80";"23.95";"05/01/2018 17:35";"CET";"5259";"125215.25"
"COLAS";"FR0000121634";"RE";"Euronext Paris";"EUR";"182.20";"185.00";"182.00";"184.60";"05/01/2018 17:35";"CET";"1296";"238404.40"
"COLIPAYS";"FR0010959684";"MLCLP";"Euronext Access Paris";"EUR";"8.95";"8.95";"8.95";"8.95";"05/01/2018 16:30";"CET";"656";"5871.20"
"COLRUYT";"BE0974256852";"COLR";"Euronext Brussels";"EUR";"43.65";"44.27";"43.63";"44.00";"05/01/2018 17:35";"CET";"393468";"17320173.99"
"COMPTA";"PTCOM0AE0007";"COMAE";"Euronext Lisbon";"EUR";"0.179";"0.179";"0.179";"0.179";"05/01/2018 21:30";"BST";"27777";"4972.083"
"CONDOR TECHNOLOG";"BE6252013725";"MLMFI";"Euronext Access Paris";"EUR";"16.00";"16.00";"16.00";"16.00";"03/01/2018 16:30";"CET";"1000";"16000.00"
"CONDURIL";"PTCDU0AE0003";"CDU";"Euronext Access Lisbon";"EUR";"41.00";"41.00";"41.00";"41.00";"04/01/2018 21:30";"BST";"50";"2050.00"
"CONNECT GROUP";"BE0003786036";"CONN";"Euronext Brussels";"EUR";"0.885";"0.895";"0.88";"0.895";"05/01/2018 15:14";"CET";"64100";"57047.98"
"CONSORT NT";"FR0000077828";"MLCNT";"Euronext Access Paris";"EUR";"20.20";"20.20";"20.20";"20.20";"21/11/2017 16:33";"CET";"12";"242.40"
"CONSTELLIUM";"NL0010489522";"CSTM";"Euronext Paris";"EUR";"9.70";"9.90";"9.70";"9.80";"05/01/2018 16:42";"CET";"965";"9470.40"
"COPAM";"PTCPA0AP0006";"CPA";"Euronext Access Lisbon";"EUR";"16.40";"16.40";"16.40";"16.40";"07/12/2017 21:30";"BST";"10";"164.00"
"CORBION";"NL0010583399";"CRBN";"Euronext Amsterdam";"EUR";"26.72";"26.92";"26.70";"26.88";"05/01/2018 17:35";"CET";"95722";"2566466.26"
"CORE LABORATORIES";"NL0000200384";"CLB";"Euronext Amsterdam";"EUR";"96.00";"99.00";"95.50";"96.50";"05/01/2018 17:24";"CET";"612";"59262.50"
"COREP LIGHTING";"FR0010035816";"MLCOR";"Euronext Access Paris";"EUR";"9.60";"9.60";"9.60";"9.60";"23/11/2017 11:30";"CET";"100";"960.00"
"CORTICEIRA AMORIM";"PTCOR0AE0006";"COR";"Euronext Lisbon";"EUR";"11.00";"11.08";"10.70";"10.82";"05/01/2018 22:35";"BST";"111497";"1208332.84"
"COURBET";"FR0004998318";"MLCOU";"Euronext Access Paris";"EUR";"0.75";"0.75";"0.75";"0.75";"27/12/2017 11:30";"CET";"1";"0.75"
"COURBET AM.";"FR0004998326";"CRBT";"Euronext Access Paris";"EUR";"0.98";"0.98";"0.98";"0.98";"18/10/2017 16:30";"CET";"27";"26.46"
"COURTOIS";"FR0000065393";"COUR";"Euronext Paris";"EUR";"136.00";"136.00";"136.00";"136.00";"05/01/2018 12:03";"CET";"83";"11288.00"
"CRCAM ALP.PROV.CCI";"FR0000044323";"CRAP";"Euronext Paris";"EUR";"100.50";"100.60";"99.80";"100.48";"05/01/2018 17:28";"CET";"152";"15250.92"
"CRCAM ATL.VEND.CCI";"FR0000185506";"CRAV";"Euronext Paris";"EUR";"125.20";"126.50";"125.04";"126.50";"05/01/2018 17:35";"CET";"271";"33967.82"
"CRCAM BRIE PIC2CCI";"FR0010483768";"CRBP2";"Euronext Paris";"EUR";"27.06";"27.28";"26.92";"26.94";"05/01/2018 17:35";"CET";"4709";"127390.77"
"CRCAM ILLE-VIL.CCI";"FR0000045213";"CIV";"Euronext Paris";"EUR";"86.49";"86.74";"86.00";"86.00";"05/01/2018 17:35";"CET";"247";"21274.46"
"CRCAM LANGUED CCI";"FR0010461053";"CRLA";"Euronext Paris";"EUR";"61.60";"62.08";"61.60";"61.60";"05/01/2018 17:27";"CET";"505";"31115.70"
"CRCAM LOIRE HTE L.";"FR0000045239";"CRLO";"Euronext Paris";"EUR";"82.40";"83.20";"82.39";"83.20";"05/01/2018 15:56";"CET";"225";"18609.37"
